# name, tgt sunk, tgt tons, subsDmgd, subsSunk, subsSpotted, subsRTB, subsPromoted
Wolfpack WF299(4 boats),6,26,0,0,0,0,0
Wolfpack WF300(4 boats),4,27,1,0,0,1,1
Wolfpack WF301(4 boats),2,15,1,0,0,0,0
Wolfpack WF302(4 boats),1,5,2,2,1,2,2
Wolfpack WF303(4 boats),4,20,1,0,1,0,0
Wolfpack WF304(4 boats),5,25,0,0,0,0,0
Wolfpack WF305(4 boats),4,25,1,0,0,0,0
Wolfpack WF306(4 boats),5,29,1,0,0,0,0
Wolfpack WF307(4 boats),7,37,0,0,0,0,0
Wolfpack WF308(4 boats),7,37,1,0,0,0,0
Wolfpack WF309(4 boats),3,12,1,0,0,0,0
Wolfpack WF310(4 boats),2,10,1,1,1,1,1
Wolfpack WF311(4 boats),0,0,3,0,1,0,0
Wolfpack WF312(4 boats),3,14,3,0,1,3,3
Wolfpack WF313(4 boats),3,21,0,1,2,0,0
Wolfpack WF314(4 boats),5,27,0,0,0,0,0
Wolfpack WF315(4 boats),5,27,0,0,1,0,0
Wolfpack WF316(4 boats),7,48,0,0,0,0,0
Wolfpack WF317(4 boats),1,2,3,0,1,2,2
Wolfpack WF318(4 boats),0,0,1,0,0,0,0
Wolfpack WF319(4 boats),5,25,0,0,0,0,0
Wolfpack WF320(4 boats),6,49,0,0,0,0,0
Wolfpack WF321(4 boats),9,61,3,0,0,1,1
Wolfpack WF322(4 boats),5,27,2,0,0,1,1
Wolfpack WF323(4 boats),4,20,0,0,0,0,0
Wolfpack WF324(4 boats),5,24,0,0,0,0,0
Wolfpack WF325(4 boats),6,38,0,0,0,0,0
Wolfpack WF326(4 boats),7,52,2,0,0,2,2
Wolfpack WF327(4 boats),5,27,0,0,0,0,0
Wolfpack WF328(4 boats),3,18,1,0,0,0,0
Wolfpack WF329(4 boats),9,45,0,0,0,0,0
Wolfpack WF330(4 boats),3,23,2,0,2,0,0
Wolfpack WF331(4 boats),5,24,1,0,1,0,0
Wolfpack WF332(4 boats),2,10,1,0,2,0,0
Wolfpack WF333(4 boats),4,19,0,0,2,0,0
Wolfpack WF334(4 boats),5,27,2,1,1,2,2
Wolfpack WF335(4 boats),4,17,2,0,0,0,0
Wolfpack WF336(4 boats),2,12,1,0,1,0,0
Wolfpack WF337(4 boats),7,36,0,0,0,0,0
Wolfpack WF338(4 boats),2,10,0,0,1,0,0
Wolfpack WF339(4 boats),7,34,0,0,0,0,0
Wolfpack WF340(4 boats),2,19,0,0,0,0,0
Wolfpack WF341(4 boats),3,19,1,0,1,0,0
Wolfpack WF342(4 boats),1,5,4,0,0,0,0
Wolfpack WF343(4 boats),5,28,0,0,0,0,0
Wolfpack WF344(4 boats),6,39,0,0,0,0,0
Wolfpack WF345(4 boats),7,45,0,0,0,0,0
Wolfpack WF346(4 boats),4,17,0,1,0,0,0
Wolfpack WF347(4 boats),2,17,2,0,2,1,1
Wolfpack WF348(4 boats),5,30,2,1,0,0,0
Wolfpack WF349(4 boats),5,33,1,0,0,0,0
Wolfpack WF350(4 boats),4,27,0,0,0,0,0
Wolfpack WF351(4 boats),3,15,1,0,0,0,0
Wolfpack WF352(4 boats),1,5,1,0,2,1,1
Wolfpack WF353(4 boats),6,35,0,0,0,0,0
Wolfpack WF354(4 boats),3,16,0,0,0,0,0
Wolfpack WF355(4 boats),6,34,1,0,0,0,0
Wolfpack WF356(4 boats),2,16,2,0,0,0,0
Wolfpack WF357(4 boats),1,9,1,0,0,0,0
Wolfpack WF358(4 boats),8,54,0,0,0,0,0
Wolfpack WF359(4 boats),5,29,1,0,0,0,0
Wolfpack WF360(4 boats),3,15,0,0,1,0,0
Wolfpack WF361(4 boats),3,24,2,0,0,1,1
Wolfpack WF362(4 boats),2,17,0,0,1,0,0
Wolfpack WF363(4 boats),0,0,0,0,2,0,0
Wolfpack WF364(4 boats),2,9,2,0,2,1,1
Wolfpack WF365(4 boats),2,16,0,0,0,0,0
Wolfpack WF366(4 boats),2,17,2,0,0,1,1
Wolfpack WF367(4 boats),5,23,1,0,1,1,1
Wolfpack WF368(4 boats),3,33,2,1,1,0,0
Wolfpack WF369(4 boats),5,17,1,1,1,0,0
Wolfpack WF370(4 boats),1,6,1,0,1,1,1
Wolfpack WF371(4 boats),3,16,0,0,0,0,0
Wolfpack WF372(4 boats),7,62,0,0,0,0,0
Wolfpack WF373(4 boats),6,46,0,0,0,0,0
Wolfpack WF374(4 boats),7,46,1,0,0,1,1
Wolfpack WF375(4 boats),6,35,1,0,1,0,0
Wolfpack WF376(4 boats),3,15,3,0,1,2,2
Wolfpack WF377(4 boats),3,18,1,0,0,0,0
Wolfpack WF378(4 boats),6,44,0,0,1,0,0
Wolfpack WF379(4 boats),1,9,0,0,0,0,0
Wolfpack WF380(4 boats),6,48,0,0,0,0,0
Wolfpack WF381(4 boats),5,47,0,0,0,0,0
Wolfpack WF382(4 boats),5,25,0,0,0,0,0
Wolfpack WF383(4 boats),3,28,2,0,1,0,0
Wolfpack WF384(4 boats),5,34,0,0,0,0,0
Wolfpack WF385(4 boats),7,59,0,0,0,0,0
Wolfpack WF386(4 boats),4,32,2,0,0,0,0
Wolfpack WF387(4 boats),8,47,2,0,0,1,1
Wolfpack WF388(4 boats),2,12,2,0,0,1,1
Wolfpack WF389(4 boats),2,10,1,0,1,0,0
Wolfpack WF390(4 boats),4,27,0,0,0,0,0
Wolfpack WF391(4 boats),3,22,1,1,1,0,0
Wolfpack WF392(4 boats),4,14,2,0,1,1,1
Wolfpack WF393(4 boats),3,22,1,1,1,1,1
Wolfpack WF394(4 boats),4,26,0,0,0,0,0
Wolfpack WF395(4 boats),3,12,1,0,2,0,0
Wolfpack WF396(4 boats),4,15,0,0,0,0,0
Wolfpack WF397(4 boats),2,11,1,0,1,1,1
Wolfpack WF398(4 boats),5,37,0,0,0,0,0
Wolfpack WF399(4 boats),4,34,0,2,0,0,0
Wolfpack WF400(4 boats),3,20,2,0,1,0,0
Wolfpack WF401(4 boats),4,25,0,0,0,0,0
Wolfpack WF402(4 boats),1,5,3,0,0,0,0
Wolfpack WF403(4 boats),2,10,2,0,2,0,0
Wolfpack WF404(4 boats),5,24,0,0,0,0,0
Wolfpack WF405(4 boats),1,5,1,0,0,0,0
Wolfpack WF406(4 boats),7,48,0,0,0,0,0
Wolfpack WF407(4 boats),3,23,0,0,0,0,0
Wolfpack WF408(4 boats),3,15,1,0,0,0,0
Wolfpack WF409(4 boats),3,27,0,2,0,0,0
Wolfpack WF410(4 boats),5,39,0,0,0,0,0
Wolfpack WF411(4 boats),1,5,3,0,1,1,1
Wolfpack WF412(4 boats),3,19,1,0,1,0,0
Wolfpack WF413(4 boats),5,38,0,0,0,0,0
Wolfpack WF414(4 boats),3,25,1,0,1,1,1
Wolfpack WF415(4 boats),4,23,1,1,0,1,1
Wolfpack WF416(4 boats),3,15,1,0,0,1,1
Wolfpack WF417(4 boats),4,27,2,0,0,0,0
Wolfpack WF418(4 boats),3,17,2,1,1,1,1
Wolfpack WF419(4 boats),5,38,1,0,0,0,0
Wolfpack WF420(4 boats),5,35,0,0,0,0,0
Wolfpack WF421(4 boats),3,20,0,0,0,0,0
Wolfpack WF422(4 boats),5,22,0,0,0,0,0
Wolfpack WF423(4 boats),3,23,0,1,2,0,0
Wolfpack WF424(4 boats),3,19,2,0,1,0,0
Wolfpack WF425(4 boats),4,26,0,0,1,0,0
Wolfpack WF426(4 boats),3,14,0,0,0,0,0
Wolfpack WF427(4 boats),2,14,1,1,0,0,0
Wolfpack WF428(4 boats),6,35,0,0,0,0,0
Wolfpack WF429(4 boats),2,14,2,0,0,0,0
Wolfpack WF430(4 boats),8,39,0,0,0,0,0
Wolfpack WF431(4 boats),6,27,0,0,2,0,0
Wolfpack WF432(4 boats),2,20,3,1,0,2,2
Wolfpack WF433(4 boats),4,17,1,0,2,0,0
Wolfpack WF434(4 boats),3,12,1,1,0,0,0
Wolfpack WF435(4 boats),3,21,3,0,0,1,1
Wolfpack WF436(4 boats),2,14,2,0,1,0,0
Wolfpack WF437(4 boats),3,14,1,0,2,0,0
Wolfpack WF438(4 boats),8,54,0,0,0,0,0
Wolfpack WF439(4 boats),4,39,1,0,1,0,0
Wolfpack WF440(4 boats),5,24,1,0,0,0,0
Wolfpack WF441(4 boats),6,46,0,0,0,0,0
Wolfpack WF442(4 boats),9,55,0,0,0,0,0
Wolfpack WF443(4 boats),1,11,1,1,1,1,1
Wolfpack WF444(4 boats),2,19,0,0,0,0,0
Wolfpack WF445(4 boats),6,47,0,0,0,0,0
Wolfpack WF446(4 boats),5,37,0,0,0,0,0
Wolfpack WF447(4 boats),3,15,0,1,0,0,0
Wolfpack WF448(4 boats),5,27,1,1,0,1,1
Wolfpack WF449(4 boats),6,33,0,0,0,0,0
Wolfpack WF450(4 boats),1,6,2,0,1,1,1
Wolfpack WF451(4 boats),3,32,0,0,0,0,0
Wolfpack WF452(4 boats),3,23,0,0,1,0,0
Wolfpack WF453(4 boats),1,4,0,0,1,0,0
Wolfpack WF454(4 boats),1,11,1,1,1,1,1
Wolfpack WF455(4 boats),1,10,0,0,1,0,0
Wolfpack WF456(4 boats),4,17,0,0,0,0,0
Wolfpack WF457(4 boats),7,45,1,0,1,0,0
Wolfpack WF458(4 boats),3,29,0,0,0,0,0
Wolfpack WF459(4 boats),5,35,0,0,0,0,0
Wolfpack WF460(4 boats),3,26,2,0,0,0,0
Wolfpack WF461(4 boats),5,22,3,0,0,0,0
Wolfpack WF462(4 boats),4,29,0,0,1,0,0
Wolfpack WF463(4 boats),7,61,0,0,0,0,0
Wolfpack WF464(4 boats),5,18,0,0,0,0,0
Wolfpack WF465(4 boats),4,22,1,0,0,0,0
Wolfpack WF466(4 boats),3,18,0,0,0,0,0
Wolfpack WF467(4 boats),6,31,0,0,0,0,0
Wolfpack WF468(4 boats),4,24,0,0,0,0,0
Wolfpack WF469(4 boats),8,48,1,0,0,1,1
Wolfpack WF470(4 boats),3,13,2,0,0,1,1
Wolfpack WF471(4 boats),4,77,3,0,0,0,0
Wolfpack WF472(4 boats),6,37,2,0,0,1,1
Wolfpack WF473(4 boats),7,48,2,0,0,1,1
Wolfpack WF474(4 boats),2,18,2,0,0,0,0
Wolfpack WF475(4 boats),3,15,1,0,0,1,1
Wolfpack WF476(4 boats),7,56,1,0,1,0,0
Wolfpack WF477(4 boats),5,37,1,0,0,0,0
Wolfpack WF478(4 boats),6,49,0,0,0,0,0
