# name, tgt sunk, tgt tons, subsDmgd, subsSunk, subsSpotted, subsRTB, subsPromoted
Wolfpack WF479(4 boats),4,42,1,0,2,0,0
Wolfpack WF480(4 boats),5,27,1,1,0,1,1
Wolfpack WF481(4 boats),3,32,2,0,0,2,2
Wolfpack WF482(4 boats),2,19,1,1,1,0,0
Wolfpack WF483(4 boats),7,51,0,0,0,0,0
Wolfpack WF484(4 boats),6,24,0,0,0,0,0
Wolfpack WF485(4 boats),3,47,3,0,0,0,0
Wolfpack WF486(4 boats),5,56,0,0,0,0,0
Wolfpack WF487(4 boats),1,5,1,0,1,1,1
Wolfpack WF488(4 boats),9,35,2,0,0,2,2
Wolfpack WF489(4 boats),2,5,0,0,2,0,0
Wolfpack WF490(4 boats),6,31,1,0,0,0,0
Wolfpack WF491(4 boats),8,39,0,0,0,0,0
Wolfpack WF492(4 boats),2,15,2,0,1,0,0
Wolfpack WF493(4 boats),6,31,0,0,0,0,0
Wolfpack WF494(4 boats),2,14,3,0,0,0,0
Wolfpack WF495(4 boats),1,6,1,1,1,0,0
Wolfpack WF496(4 boats),10,42,0,0,0,0,0
Wolfpack WF497(4 boats),1,2,2,0,1,0,0
Wolfpack WF498(4 boats),7,61,0,0,0,0,0
Wolfpack WF499(4 boats),2,24,2,0,0,1,1
Wolfpack WF500(4 boats),5,30,0,0,0,0,0
Wolfpack WF501(4 boats),2,15,0,1,0,0,0
Wolfpack WF502(4 boats),5,22,0,0,0,0,0
Wolfpack WF503(4 boats),6,21,0,0,0,0,0
Wolfpack WF504(4 boats),3,21,2,0,0,0,0
Wolfpack WF505(4 boats),3,14,1,0,0,0,0
Wolfpack WF506(4 boats),5,23,1,0,0,1,1
Wolfpack WF507(4 boats),2,15,1,1,0,1,1
Wolfpack WF508(4 boats),7,39,2,0,0,1,1
Wolfpack WF509(4 boats),1,5,1,0,1,1,1
Wolfpack WF510(4 boats),4,23,1,0,0,0,0
Wolfpack WF511(4 boats),2,9,0,0,0,0,0
Wolfpack WF512(4 boats),3,22,2,0,0,1,1
Wolfpack WF513(4 boats),3,17,0,0,0,0,0
Wolfpack WF514(4 boats),2,15,0,0,0,0,0
Wolfpack WF515(4 boats),3,18,2,0,2,1,1
Wolfpack WF516(4 boats),7,43,0,0,0,0,0
Wolfpack WF517(4 boats),6,25,0,0,0,0,0
Wolfpack WF518(4 boats),4,33,0,0,0,0,0
Wolfpack WF519(4 boats),5,35,1,0,1,0,0
Wolfpack WF520(4 boats),9,51,0,0,0,0,0
Wolfpack WF521(4 boats),5,25,0,0,0,0,0
Wolfpack WF522(4 boats),5,19,0,1,0,0,0
Wolfpack WF523(4 boats),2,9,1,0,1,0,0
Wolfpack WF524(4 boats),6,50,1,0,0,1,1
Wolfpack WF525(4 boats),4,32,0,0,0,0,0
Wolfpack WF526(4 boats),6,47,0,0,0,0,0
Wolfpack WF527(4 boats),6,33,0,0,0,0,0
Wolfpack WF528(4 boats),2,15,0,0,0,0,0
Wolfpack WF529(4 boats),1,5,3,1,0,3,3
Wolfpack WF530(4 boats),1,3,2,0,0,1,1
Wolfpack WF531(4 boats),2,7,0,0,0,0,0
Wolfpack WF532(4 boats),5,41,1,1,0,0,0
Wolfpack WF533(4 boats),3,25,1,0,2,0,0
Wolfpack WF534(4 boats),8,51,0,0,0,0,0
Wolfpack WF535(4 boats),6,39,0,0,0,0,0
Wolfpack WF536(4 boats),7,42,0,0,0,0,0
Wolfpack WF537(4 boats),6,42,0,0,0,0,0
Wolfpack WF538(4 boats),1,7,3,0,1,2,2
Wolfpack WF539(4 boats),5,28,2,0,1,0,0
Wolfpack WF540(4 boats),5,29,0,0,0,0,0
Wolfpack WF541(4 boats),10,72,0,0,0,0,0
Wolfpack WF542(4 boats),4,23,0,0,1,0,0
Wolfpack WF543(4 boats),4,26,1,1,1,1,1
Wolfpack WF544(4 boats),5,31,0,0,0,0,0
Wolfpack WF545(4 boats),5,29,0,0,0,0,0
Wolfpack WF546(4 boats),5,27,2,0,1,0,0
Wolfpack WF547(4 boats),6,34,0,0,0,0,0
Wolfpack WF548(4 boats),6,25,2,0,0,1,1
Wolfpack WF549(4 boats),4,16,1,0,1,1,1
Wolfpack WF550(4 boats),5,29,2,0,1,2,2
Wolfpack WF551(4 boats),5,28,1,0,0,0,0
Wolfpack WF552(4 boats),5,34,0,0,0,0,0
Wolfpack WF553(4 boats),4,21,1,0,0,0,0
Wolfpack WF554(4 boats),0,0,0,3,1,0,0
Wolfpack WF555(4 boats),5,26,2,0,1,1,1
Wolfpack WF556(4 boats),2,13,2,0,1,2,2
Wolfpack WF557(4 boats),7,31,0,0,0,0,0
Wolfpack WF558(4 boats),6,27,0,0,2,0,0
Wolfpack WF559(4 boats),3,50,0,0,1,0,0
Wolfpack WF560(4 boats),4,31,0,0,0,0,0
Wolfpack WF561(4 boats),5,37,0,0,0,0,0
Wolfpack WF562(4 boats),6,50,0,0,0,0,0
Wolfpack WF563(4 boats),3,17,0,0,2,0,0
Wolfpack WF564(4 boats),4,21,0,0,0,0,0
Wolfpack WF565(4 boats),4,21,0,0,1,0,0
Wolfpack WF566(4 boats),3,19,2,1,1,0,0
Wolfpack WF567(4 boats),5,35,1,0,0,0,0
Wolfpack WF568(4 boats),6,38,0,0,0,0,0
Wolfpack WF569(4 boats),7,46,1,0,1,1,1
Wolfpack WF570(4 boats),5,32,1,0,1,0,0
Wolfpack WF571(4 boats),7,34,0,0,1,0,0
Wolfpack WF572(4 boats),6,36,0,0,0,0,0
Wolfpack WF573(4 boats),9,49,0,0,0,0,0
Wolfpack WF574(4 boats),3,20,1,0,0,0,0
Wolfpack WF575(4 boats),6,43,0,0,0,0,0
Wolfpack WF576(4 boats),2,14,0,0,1,0,0
Wolfpack WF577(4 boats),4,28,0,1,0,0,0
Wolfpack WF578(4 boats),3,13,1,1,2,0,0
Wolfpack WF579(4 boats),1,3,0,0,1,0,0
Wolfpack WF580(4 boats),1,5,0,0,0,0,0
Wolfpack WF581(4 boats),9,65,0,0,0,0,0
Wolfpack WF582(4 boats),6,41,0,0,0,0,0
Wolfpack WF583(4 boats),2,9,0,0,0,0,0
Wolfpack WF584(4 boats),6,30,2,0,0,0,0
Wolfpack WF585(4 boats),7,59,1,0,0,0,0
Wolfpack WF586(4 boats),4,31,0,0,0,0,0
Wolfpack WF587(4 boats),3,29,1,0,0,0,0
Wolfpack WF588(4 boats),4,21,3,0,1,1,1
Wolfpack WF589(4 boats),0,0,2,0,1,1,1
Wolfpack WF590(4 boats),2,8,2,0,0,0,0
Wolfpack WF591(4 boats),8,45,1,0,1,1,1
Wolfpack WF592(4 boats),5,24,2,0,1,2,2
Wolfpack WF593(4 boats),1,4,2,0,1,0,0
Wolfpack WF594(4 boats),3,31,0,0,0,0,0
Wolfpack WF595(4 boats),8,42,0,0,0,0,0
Wolfpack WF596(4 boats),6,35,3,0,0,0,0
Wolfpack WF597(4 boats),4,19,2,0,1,0,0
Wolfpack WF598(4 boats),1,6,1,0,0,0,0
Wolfpack WF599(4 boats),6,44,1,0,0,1,1
Wolfpack WF600(4 boats),3,15,0,0,0,0,0
Wolfpack WF601(4 boats),1,5,2,0,0,0,0
Wolfpack WF602(4 boats),5,27,0,0,0,0,0
Wolfpack WF603(4 boats),5,28,0,0,0,0,0
Wolfpack WF604(4 boats),5,26,1,0,0,0,0
Wolfpack WF605(4 boats),8,37,1,0,1,0,0
Wolfpack WF606(4 boats),2,13,1,0,1,0,0
Wolfpack WF607(4 boats),1,9,2,0,0,2,2
Wolfpack WF608(4 boats),6,31,2,0,0,0,0
Wolfpack WF609(4 boats),6,27,0,0,0,0,0
Wolfpack WF610(4 boats),2,14,1,0,0,0,0
Wolfpack WF611(4 boats),3,22,0,0,0,0,0
Wolfpack WF612(4 boats),6,24,2,0,0,1,1
Wolfpack WF613(4 boats),2,10,3,0,0,0,0
Wolfpack WF614(4 boats),4,25,2,0,0,0,0
Wolfpack WF615(4 boats),4,21,1,0,1,0,0
Wolfpack WF616(4 boats),3,19,0,0,0,0,0
Wolfpack WF617(4 boats),3,18,0,0,0,0,0
Wolfpack WF618(4 boats),1,5,1,0,0,0,0
Wolfpack WF619(4 boats),5,30,1,0,0,0,0
Wolfpack WF620(4 boats),0,0,3,0,0,0,0
Wolfpack WF621(4 boats),4,25,0,0,0,0,0
Wolfpack WF622(4 boats),5,39,0,0,0,0,0
Wolfpack WF623(4 boats),5,27,0,0,0,0,0
Wolfpack WF624(4 boats),8,47,0,0,0,0,0
Wolfpack WF625(4 boats),5,40,0,0,0,0,0
Wolfpack WF626(4 boats),4,29,0,0,0,0,0
Wolfpack WF627(4 boats),5,25,0,1,1,0,0
Wolfpack WF628(4 boats),10,56,0,0,0,0,0
Wolfpack WF629(4 boats),3,19,0,0,0,0,0
Wolfpack WF630(4 boats),9,52,0,0,0,0,0
Wolfpack WF631(4 boats),3,22,0,0,2,0,0
Wolfpack WF632(4 boats),2,14,2,0,2,1,1
Wolfpack WF633(4 boats),3,16,0,1,1,0,0
Wolfpack WF634(4 boats),6,32,0,0,0,0,0
Wolfpack WF635(4 boats),6,31,1,0,1,0,0
Wolfpack WF636(4 boats),4,30,0,0,1,0,0
Wolfpack WF637(4 boats),4,23,0,0,0,0,0
Wolfpack WF638(4 boats),5,26,0,0,0,0,0
Wolfpack WF639(4 boats),7,41,0,0,0,0,0
Wolfpack WF640(4 boats),3,19,0,3,1,0,0
Wolfpack WF641(4 boats),4,23,0,0,0,0,0
Wolfpack WF642(4 boats),1,5,1,0,1,1,1
Wolfpack WF643(4 boats),7,41,0,0,0,0,0
Wolfpack WF644(4 boats),5,36,2,0,0,0,0
Wolfpack WF645(4 boats),4,25,0,0,0,0,0
Wolfpack WF646(4 boats),6,31,0,0,0,0,0
Wolfpack WF647(4 boats),4,17,1,0,0,0,0
Wolfpack WF648(4 boats),7,42,0,0,0,0,0
Wolfpack WF649(4 boats),9,50,0,0,0,0,0
Wolfpack WF650(4 boats),1,7,1,0,0,0,0
Wolfpack WF651(4 boats),4,26,1,0,0,0,0
Wolfpack WF652(4 boats),6,30,2,0,0,0,0
Wolfpack WF653(4 boats),4,31,0,0,0,0,0
Wolfpack WF654(4 boats),8,36,0,0,1,0,0
Wolfpack WF655(4 boats),5,28,0,0,0,0,0
Wolfpack WF656(4 boats),4,20,0,0,0,0,0
Wolfpack WF657(4 boats),5,41,1,0,0,0,0
Wolfpack WF658(4 boats),3,20,0,0,0,0,0
Wolfpack WF659(4 boats),4,30,0,0,0,0,0
Wolfpack WF660(4 boats),2,11,0,0,0,0,0
Wolfpack WF661(4 boats),4,19,0,0,0,0,0
Wolfpack WF662(4 boats),5,38,0,0,0,0,0
Wolfpack WF663(4 boats),2,8,1,0,3,0,0
Wolfpack WF664(4 boats),1,4,2,0,1,0,0
Wolfpack WF665(4 boats),3,18,0,0,0,0,0
Wolfpack WF666(4 boats),1,7,2,0,1,0,0
Wolfpack WF667(4 boats),3,15,1,1,0,1,1
Wolfpack WF668(4 boats),8,46,0,0,0,0,0
Wolfpack WF669(4 boats),5,34,0,0,1,0,0
Wolfpack WF670(4 boats),1,7,1,0,1,0,0
Wolfpack WF671(4 boats),3,21,2,0,1,0,0
Wolfpack WF672(4 boats),3,16,0,0,0,0,0
Wolfpack WF673(4 boats),8,48,0,0,0,0,0
Wolfpack WF674(4 boats),4,22,1,0,1,1,1
Wolfpack WF675(4 boats),2,14,0,0,0,0,0
Wolfpack WF676(4 boats),5,40,0,0,0,0,0
Wolfpack WF677(4 boats),4,30,0,1,1,0,0
Wolfpack WF678(4 boats),5,24,0,0,0,0,0
Wolfpack WF679(4 boats),5,30,0,0,0,0,0
Wolfpack WF680(4 boats),4,24,0,1,0,0,0
Wolfpack WF681(4 boats),3,23,0,0,0,0,0
Wolfpack WF682(4 boats),4,32,0,0,0,0,0
Wolfpack WF683(4 boats),5,26,0,0,0,0,0
Wolfpack WF684(4 boats),1,5,3,0,0,2,2
Wolfpack WF685(4 boats),2,14,1,0,0,0,0
Wolfpack WF686(4 boats),6,43,0,0,0,0,0
Wolfpack WF687(4 boats),4,21,0,0,0,0,0
Wolfpack WF688(4 boats),4,19,1,1,1,1,1
Wolfpack WF689(4 boats),5,28,0,0,0,0,0
Wolfpack WF690(4 boats),7,37,2,0,0,1,1
Wolfpack WF691(4 boats),3,15,1,0,1,0,0
Wolfpack WF692(4 boats),5,31,1,0,0,0,0
Wolfpack WF693(4 boats),9,40,0,0,0,0,0
Wolfpack WF694(4 boats),6,25,0,0,0,0,0
Wolfpack WF695(4 boats),1,7,2,0,1,1,1
Wolfpack WF696(4 boats),8,37,0,0,0,0,0
Wolfpack WF697(4 boats),3,22,0,0,0,0,0
Wolfpack WF698(4 boats),1,9,2,1,0,1,1
Wolfpack WF699(4 boats),2,7,0,0,0,0,0
Wolfpack WF700(4 boats),5,51,1,0,0,0,0
Wolfpack WF701(4 boats),4,27,0,0,0,0,0
Wolfpack WF702(4 boats),8,41,0,0,0,0,0
Wolfpack WF703(4 boats),7,40,1,0,1,1,1
Wolfpack WF704(4 boats),6,36,1,0,0,0,0
Wolfpack WF705(4 boats),4,13,0,0,0,0,0
Wolfpack WF706(4 boats),2,12,2,0,0,0,0
Wolfpack WF707(4 boats),4,21,0,0,0,0,0
Wolfpack WF708(4 boats),6,37,1,0,0,0,0
Wolfpack WF709(4 boats),3,16,0,0,1,0,0
Wolfpack WF710(4 boats),2,17,1,0,0,1,1
Wolfpack WF711(4 boats),1,9,2,0,0,0,0
Wolfpack WF712(4 boats),3,20,1,0,0,0,0
Wolfpack WF713(4 boats),4,9,0,0,0,0,0
Wolfpack WF714(4 boats),3,25,1,0,1,0,0
Wolfpack WF715(4 boats),2,19,0,0,0,0,0
Wolfpack WF716(4 boats),4,28,0,0,1,0,0
Wolfpack WF717(4 boats),6,42,0,0,0,0,0
Wolfpack WF718(4 boats),2,10,2,0,1,1,1
Wolfpack WF719(4 boats),3,18,1,2,0,0,0
Wolfpack WF720(4 boats),5,26,1,0,0,1,1
Wolfpack WF721(4 boats),6,41,0,0,0,0,0
Wolfpack WF722(4 boats),5,44,1,0,0,0,0
Wolfpack WF723(4 boats),3,14,0,0,1,0,0
Wolfpack WF724(4 boats),2,15,3,0,0,2,2
Wolfpack WF725(4 boats),3,13,1,0,0,0,0
Wolfpack WF726(4 boats),6,24,1,1,0,0,0
Wolfpack WF727(4 boats),4,30,0,0,2,0,0
Wolfpack WF728(4 boats),10,71,0,0,0,0,0
Wolfpack WF729(4 boats),3,26,1,1,0,1,1
Wolfpack WF730(4 boats),5,33,0,0,0,0,0
Wolfpack WF731(4 boats),2,10,1,0,2,0,0
Wolfpack WF732(4 boats),6,41,0,0,0,0,0
Wolfpack WF733(4 boats),5,29,1,0,0,1,1
Wolfpack WF734(4 boats),9,78,0,0,0,0,0
Wolfpack WF735(4 boats),1,8,4,0,0,2,2
Wolfpack WF736(4 boats),5,28,1,0,1,0,0
Wolfpack WF737(4 boats),5,32,0,0,0,0,0
Wolfpack WF738(4 boats),1,8,0,0,0,0,0
Wolfpack WF739(4 boats),4,24,1,0,0,0,0
Wolfpack WF740(4 boats),5,38,0,0,0,0,0
Wolfpack WF741(4 boats),9,71,0,0,0,0,0
Wolfpack WF742(4 boats),2,18,1,0,0,0,0
Wolfpack WF743(4 boats),3,34,0,0,0,0,0
Wolfpack WF744(4 boats),6,37,0,0,0,0,0
Wolfpack WF745(4 boats),7,41,0,0,0,0,0
Wolfpack WF746(4 boats),4,35,1,0,1,0,0
Wolfpack WF747(4 boats),8,37,0,0,0,0,0
Wolfpack WF748(4 boats),6,37,0,0,0,0,0
Wolfpack WF749(4 boats),5,22,1,0,0,0,0
Wolfpack WF750(4 boats),4,24,2,0,0,1,1
Wolfpack WF751(4 boats),6,36,0,0,0,0,0
Wolfpack WF752(4 boats),3,14,0,0,0,0,0
Wolfpack WF753(4 boats),2,14,1,0,2,0,0
Wolfpack WF754(4 boats),6,43,0,0,0,0,0
Wolfpack WF755(4 boats),4,34,0,0,0,0,0
Wolfpack WF756(4 boats),4,28,1,0,0,0,0
Wolfpack WF757(4 boats),0,0,1,1,0,0,0
Wolfpack WF758(4 boats),7,41,0,0,0,0,0
Wolfpack WF759(4 boats),4,27,1,0,0,0,0
Wolfpack WF760(4 boats),4,28,0,0,0,0,0
Wolfpack WF761(4 boats),6,35,0,0,0,0,0
Wolfpack WF762(4 boats),2,7,2,1,0,0,0
Wolfpack WF763(4 boats),4,26,1,2,0,1,1
Wolfpack WF764(4 boats),2,15,0,0,0,0,0
Wolfpack WF765(4 boats),5,35,2,0,1,1,1
Wolfpack WF766(4 boats),8,47,0,0,0,0,0
Wolfpack WF767(4 boats),8,48,0,0,0,0,0
Wolfpack WF768(4 boats),3,19,0,0,0,0,0
Wolfpack WF769(4 boats),6,28,0,0,1,0,0
Wolfpack WF770(4 boats),3,17,3,0,0,1,1
Wolfpack WF771(4 boats),3,18,2,0,0,0,0
Wolfpack WF772(4 boats),10,81,0,0,0,0,0
Wolfpack WF773(4 boats),4,28,1,0,1,1,1
Wolfpack WF774(4 boats),7,29,1,0,0,0,0
Wolfpack WF775(4 boats),3,18,3,0,0,2,2
Wolfpack WF776(4 boats),3,15,1,0,0,0,0
Wolfpack WF777(4 boats),4,32,0,0,0,0,0
Wolfpack WF778(4 boats),2,10,1,0,0,0,0
Wolfpack WF779(4 boats),1,7,1,0,0,0,0
Wolfpack WF780(4 boats),8,34,0,0,0,0,0
Wolfpack WF781(4 boats),4,28,1,0,1,0,0
Wolfpack WF782(4 boats),5,28,2,0,0,1,1
Wolfpack WF783(4 boats),2,10,0,0,0,0,0
Wolfpack WF784(4 boats),7,47,1,0,0,0,0
Wolfpack WF785(4 boats),4,31,0,0,1,0,0
Wolfpack WF786(4 boats),9,56,0,0,0,0,0
Wolfpack WF787(4 boats),5,32,0,0,0,0,0
Wolfpack WF788(4 boats),7,40,0,0,0,0,0
Wolfpack WF789(4 boats),5,38,0,0,0,0,0
Wolfpack WF790(4 boats),1,2,2,1,2,2,2
Wolfpack WF791(4 boats),2,8,3,0,0,0,0
Wolfpack WF792(4 boats),4,35,1,1,0,1,1
Wolfpack WF793(4 boats),3,19,1,0,0,1,1
Wolfpack WF794(4 boats),5,34,1,0,0,0,0
Wolfpack WF795(4 boats),2,9,2,0,1,0,0
Wolfpack WF796(4 boats),2,14,0,0,0,0,0
Wolfpack WF797(4 boats),4,28,0,0,0,0,0
Wolfpack WF798(4 boats),4,31,1,0,0,0,0
Wolfpack WF799(4 boats),2,10,3,0,0,0,0
Wolfpack WF800(4 boats),6,40,0,0,0,0,0
Wolfpack WF801(4 boats),2,12,0,0,0,0,0
Wolfpack WF802(4 boats),6,35,0,0,0,0,0
Wolfpack WF803(4 boats),4,25,1,1,0,0,0
Wolfpack WF804(4 boats),4,29,1,0,1,0,0
Wolfpack WF805(4 boats),0,0,0,0,2,0,0
Wolfpack WF806(4 boats),0,0,1,1,2,1,1
Wolfpack WF807(4 boats),5,33,1,0,0,0,0
Wolfpack WF808(4 boats),3,19,0,1,1,0,0
Wolfpack WF809(4 boats),0,0,1,0,0,0,0
Wolfpack WF810(4 boats),4,39,0,0,0,0,0
Wolfpack WF811(4 boats),9,63,0,0,0,0,0
Wolfpack WF812(4 boats),6,24,1,0,0,0,0
Wolfpack WF813(4 boats),3,19,1,0,2,0,0
Wolfpack WF814(4 boats),4,37,0,0,0,0,0
Wolfpack WF815(4 boats),4,35,0,0,0,0,0
Wolfpack WF816(4 boats),4,26,0,0,0,0,0
Wolfpack WF817(4 boats),0,0,1,1,2,0,0
Wolfpack WF818(4 boats),4,14,2,0,0,0,0
Wolfpack WF819(4 boats),2,12,2,0,1,2,2
Wolfpack WF820(4 boats),4,21,0,0,0,0,0
Wolfpack WF821(4 boats),5,35,0,0,0,0,0
Wolfpack WF822(4 boats),1,6,2,0,0,0,0
Wolfpack WF823(4 boats),3,19,0,0,0,0,0
Wolfpack WF824(4 boats),6,35,0,0,0,0,0
Wolfpack WF825(4 boats),0,0,1,0,1,0,0
Wolfpack WF826(4 boats),4,29,0,0,0,0,0
Wolfpack WF827(4 boats),5,22,0,0,0,0,0
Wolfpack WF828(4 boats),1,2,3,0,1,2,2
Wolfpack WF829(4 boats),3,17,2,0,2,2,2
Wolfpack WF830(4 boats),7,43,1,0,1,0,0
Wolfpack WF831(4 boats),6,41,1,1,0,0,0
Wolfpack WF832(4 boats),4,29,0,0,0,0,0
Wolfpack WF833(4 boats),2,13,0,0,1,0,0
Wolfpack WF834(4 boats),4,20,2,0,1,1,1
Wolfpack WF835(4 boats),6,39,0,0,0,0,0
Wolfpack WF836(4 boats),1,5,3,0,1,0,0
Wolfpack WF837(4 boats),3,18,0,0,0,0,0
Wolfpack WF838(4 boats),4,18,1,0,0,0,0
Wolfpack WF839(4 boats),5,31,0,0,0,0,0
Wolfpack WF840(4 boats),2,9,3,0,1,0,0
Wolfpack WF841(4 boats),7,40,0,0,0,0,0
Wolfpack WF842(4 boats),8,55,0,0,0,0,0
Wolfpack WF843(4 boats),4,28,1,0,1,1,1
Wolfpack WF844(4 boats),6,35,0,0,0,0,0
Wolfpack WF845(4 boats),2,12,2,0,2,0,0
Wolfpack WF846(4 boats),3,19,0,0,0,0,0
Wolfpack WF847(4 boats),4,31,0,0,1,0,0
Wolfpack WF848(4 boats),3,26,0,0,0,0,0
Wolfpack WF849(4 boats),3,23,0,0,0,0,0
Wolfpack WF850(4 boats),9,64,0,0,0,0,0
Wolfpack WF851(4 boats),5,31,0,0,0,0,0
Wolfpack WF852(4 boats),6,25,0,0,0,0,0
Wolfpack WF853(4 boats),5,24,0,0,0,0,0
Wolfpack WF854(4 boats),5,17,1,0,0,0,0
Wolfpack WF855(4 boats),3,21,1,1,1,0,0
Wolfpack WF856(4 boats),4,22,1,1,0,0,0
Wolfpack WF857(4 boats),5,35,0,0,0,0,0
Wolfpack WF858(4 boats),1,3,3,0,1,1,1
Wolfpack WF859(4 boats),4,25,0,0,1,0,0
Wolfpack WF860(4 boats),3,24,2,0,0,1,1
Wolfpack WF861(4 boats),2,6,2,1,1,1,1
Wolfpack WF862(4 boats),2,16,3,0,0,0,0
Wolfpack WF863(4 boats),2,6,0,0,2,0,0
Wolfpack WF864(4 boats),2,10,2,1,0,1,1
Wolfpack WF865(4 boats),5,29,0,0,1,0,0
Wolfpack WF866(4 boats),5,41,0,1,0,0,0
Wolfpack WF867(4 boats),3,17,0,0,0,0,0
Wolfpack WF868(4 boats),1,9,2,0,1,1,1
Wolfpack WF869(4 boats),4,25,0,0,0,0,0
Wolfpack WF870(4 boats),6,38,0,0,0,0,0
Wolfpack WF871(4 boats),3,14,1,0,0,0,0
Wolfpack WF872(4 boats),3,21,1,0,0,0,0
Wolfpack WF873(4 boats),4,19,0,1,0,0,0
Wolfpack WF874(4 boats),6,48,0,0,1,0,0
Wolfpack WF875(4 boats),3,26,1,0,1,1,1
Wolfpack WF876(4 boats),6,41,0,0,0,0,0
Wolfpack WF877(4 boats),3,12,3,0,0,2,2
Wolfpack WF878(4 boats),5,42,0,0,0,0,0
Wolfpack WF879(4 boats),4,34,0,0,0,0,0
Wolfpack WF880(4 boats),0,0,2,1,1,1,1
Wolfpack WF881(4 boats),4,28,0,0,0,0,0
Wolfpack WF882(4 boats),7,57,1,0,0,0,0
Wolfpack WF883(4 boats),0,0,2,0,0,1,1
Wolfpack WF884(4 boats),2,13,2,0,0,1,1
Wolfpack WF885(4 boats),3,27,0,0,0,0,0
Wolfpack WF886(4 boats),8,46,0,0,0,0,0
Wolfpack WF887(4 boats),3,19,0,0,0,0,0
Wolfpack WF888(4 boats),4,33,0,0,0,0,0
Wolfpack WF889(4 boats),7,35,1,0,0,1,1
Wolfpack WF890(4 boats),6,43,1,0,0,0,0
Wolfpack WF891(4 boats),5,36,0,0,0,0,0
Wolfpack WF892(4 boats),3,21,0,0,0,0,0
Wolfpack WF893(4 boats),5,20,0,0,0,0,0
Wolfpack WF894(4 boats),10,94,0,0,0,0,0
Wolfpack WF895(4 boats),5,33,2,0,0,0,0
Wolfpack WF896(4 boats),6,26,1,1,0,1,1
Wolfpack WF897(4 boats),5,18,1,0,0,0,0
Wolfpack WF898(4 boats),0,0,2,0,1,2,2
Wolfpack WF899(4 boats),5,21,0,0,1,0,0
Wolfpack WF900(4 boats),3,20,0,0,0,0,0
Wolfpack WF901(4 boats),2,16,0,0,0,0,0
Wolfpack WF902(4 boats),7,70,0,0,0,0,0
Wolfpack WF903(4 boats),2,10,2,1,0,2,2
Wolfpack WF904(4 boats),7,42,0,0,0,0,0
Wolfpack WF905(4 boats),6,38,0,0,0,0,0
Wolfpack WF906(4 boats),1,8,2,0,1,0,0
Wolfpack WF907(4 boats),4,14,2,1,0,2,2
Wolfpack WF908(4 boats),5,31,0,0,0,0,0
Wolfpack WF909(4 boats),1,5,0,0,3,0,0
Wolfpack WF910(4 boats),3,15,1,2,0,1,1
Wolfpack WF911(4 boats),1,8,1,0,1,0,0
Wolfpack WF912(4 boats),9,64,0,0,0,0,0
Wolfpack WF913(4 boats),5,33,0,0,0,0,0
Wolfpack WF914(4 boats),3,18,1,0,1,0,0
Wolfpack WF915(4 boats),5,22,0,0,1,0,0
Wolfpack WF916(4 boats),5,27,0,0,0,0,0
Wolfpack WF917(4 boats),4,32,0,0,1,0,0
Wolfpack WF918(4 boats),3,10,0,0,1,0,0
Wolfpack WF919(4 boats),5,33,0,1,0,0,0
Wolfpack WF920(4 boats),4,26,1,0,0,0,0
Wolfpack WF921(4 boats),5,26,0,0,0,0,0
Wolfpack WF922(4 boats),4,24,1,0,0,1,1
Wolfpack WF923(4 boats),3,23,1,0,0,0,0
Wolfpack WF924(4 boats),1,5,0,0,3,0,0
Wolfpack WF925(4 boats),2,19,2,0,0,1,1
Wolfpack WF926(4 boats),3,22,2,0,1,0,0
Wolfpack WF927(4 boats),5,26,0,0,0,0,0
Wolfpack WF928(4 boats),3,17,1,0,0,0,0
Wolfpack WF929(4 boats),2,15,3,0,0,1,1
Wolfpack WF930(4 boats),6,36,0,0,0,0,0
Wolfpack WF931(4 boats),5,43,0,0,0,0,0
Wolfpack WF932(4 boats),3,23,2,0,0,0,0
Wolfpack WF933(4 boats),4,35,0,0,0,0,0
Wolfpack WF934(4 boats),3,17,1,0,0,1,1
Wolfpack WF935(4 boats),4,39,0,0,1,0,0
Wolfpack WF936(4 boats),6,54,0,0,0,0,0
Wolfpack WF937(4 boats),8,62,0,0,0,0,0
Wolfpack WF938(4 boats),4,25,0,0,2,0,0
Wolfpack WF939(4 boats),1,6,1,0,1,1,1
Wolfpack WF940(4 boats),1,3,0,0,4,0,0
Wolfpack WF941(4 boats),1,5,2,0,1,1,1
Wolfpack WF942(4 boats),2,7,4,0,0,0,0
Wolfpack WF943(4 boats),4,20,2,0,0,0,0
Wolfpack WF944(4 boats),3,16,3,0,1,0,0
Wolfpack WF945(4 boats),2,10,2,0,1,0,0
Wolfpack WF946(4 boats),0,0,0,1,1,0,0
Wolfpack WF947(4 boats),1,4,3,0,0,1,1
Wolfpack WF948(4 boats),5,24,0,0,1,0,0
Wolfpack WF949(4 boats),5,37,0,0,0,0,0
Wolfpack WF950(4 boats),6,45,0,0,0,0,0
Wolfpack WF951(4 boats),4,36,0,1,0,0,0
Wolfpack WF952(4 boats),6,30,1,0,0,0,0
Wolfpack WF953(4 boats),0,0,3,0,0,1,1
Wolfpack WF954(4 boats),2,13,1,0,0,0,0
Wolfpack WF955(4 boats),5,33,0,0,0,0,0
Wolfpack WF956(4 boats),7,51,0,0,0,0,0
Wolfpack WF957(4 boats),9,51,0,0,0,0,0
Wolfpack WF958(4 boats),2,12,2,0,0,0,0
Wolfpack WF959(4 boats),2,10,1,2,1,1,1
